Nom;Sexe;AgeInit;PVInit;ModeFin;Duree;PVFin;Carcasse;Unite;Equation;a;b;PDMoy;Bgompertz;Entretien;PVmr2
1-F236;0;73;33.53016476;1;101;125.3;0.79;3;3;3.302370256;0.019739931;155.3974873;0.004400528;1;70
1-F237;0;73;30.79466938;1;101;125.3;0.79;3;3;3.49439025;0.016574235;173.7338773;0.008332866;1;70
1-F238;0;73;29.81459028;1;101;125.3;0.79;3;3;4.297604866;0.01416177;134.5175508;0.011619481;1;70
1-F239;0;73;30.22333471;1;101;125.3;0.79;3;3;4.225089695;0.023036691;143.621891;0.023958023;1;70
1-F240;0;73;28.49671079;1;101;125.3;0.79;3;3;3.000756304;0.013870775;152.0651979;0.029665479;1;70
1-F241;0;73;23.85779399;1;101;125.3;0.79;3;3;4.251793258;0.026553701;150.4769069;0.024955649;1;70
1-F242;0;73;29.51277605;1;101;125.3;0.79;3;3;3.613445597;0.016955674;138.2744572;0.034039472;1;70
1-F243;0;73;28.9962333;1;101;125.3;0.79;3;3;4.214183951;0.019776054;142.6000374;0.013370643;1;70
1-F244;0;73;32.90323307;1;101;125.3;0.79;3;3;3.813116632;0.018378229;141.739146;0.023914341;1;70
1-F245;0;73;28.40411513;1;101;125.3;0.79;3;3;4.849922253;0.025874355;133.2017145;0.015316679;1;70
1-F246;0;73;29.49965258;1;101;125.3;0.79;3;3;3.705515607;0.023615548;145.8813668;0.023229389;1;70
1-F247;0;73;26.24306758;1;101;125.3;0.79;3;3;4.412686271;0.021257134;169.1232581;0.013738251;1;70
1-F248;0;73;24.17487512;1;101;125.3;0.79;3;3;4.100743121;0.023181999;128.3412419;0.016454553;1;70
1-F249;0;73;26.9336656;1;101;125.3;0.79;3;3;4.360265085;0.026908216;100.3447668;0.013658402;1;70
1-F250;0;73;26.45946772;1;101;125.3;0.79;3;3;4.22995592;0.017865329;146.1495726;0.025397747;1;70
1-F251;0;73;32.13802684;1;101;125.3;0.79;3;3;4.249569686;0.017313612;148.9832681;0.021027888;1;70
1-F252;0;73;31.5565373;1;101;125.3;0.79;3;3;5.009377533;0.022906951;146.1951027;0.01035109;1;70
1-F253;0;73;30.31117353;1;101;125.3;0.79;3;3;4.827595972;0.020875653;161.3366534;0.00834202;1;70
1-F254;0;73;26.24370159;1;101;125.3;0.79;3;3;5.742899557;0.031010312;130.6667586;0.029514669;1;70
1-F255;0;73;29.39740164;1;101;125.3;0.79;3;3;4.064763886;0.020715681;134.39199;0.015641706;1;70
1-F256;0;73;26.5282008;1;101;125.3;0.79;3;3;5.36877776;0.024335404;152.4870727;0.006846119;1;70
1-F257;0;73;34.29699327;1;101;125.3;0.79;3;3;5.01238692;0.025810813;135.6731299;0.020674212;1;70
1-F258;0;73;24.91714545;1;101;125.3;0.79;3;3;5.632668489;0.014710107;145.914208;0.017913397;1;70
1-F259;0;73;29.26521146;1;101;125.3;0.79;3;3;4.206756726;0.031441151;132.7504996;0.019635525;1;70
1-F260;0;73;28.39476271;1;101;125.3;0.79;3;3;2.963128751;0.016189001;150.7369944;0.013754696;1;70
1-F261;0;73;30.75169015;1;101;125.3;0.79;3;3;5.957968755;0.021918258;147.968507;0.021157585;1;70
1-F262;0;73;26.4293232;1;101;125.3;0.79;3;3;4.426465525;0.017098381;154.5453137;0.012284805;1;70
1-F263;0;73;33.55023532;1;101;125.3;0.79;3;3;4.277852393;0.019536694;119.3751449;0.012910859;1;70
1-F264;0;73;28.54800331;1;101;125.3;0.79;3;3;3.610753473;0.011997897;164.3192368;0.041350427;1;70
1-F265;0;73;29.02353386;1;101;125.3;0.79;3;3;4.047973239;0.019930106;156.7548858;0.013098611;1;70
1-F266;0;73;30.24174914;1;101;125.3;0.79;3;3;4.246599552;0.021795158;148.3164593;0.00816324;1;70
1-F267;0;73;31.40540876;1;101;125.3;0.79;3;3;4.940713731;0.025965516;164.9764131;0.005153732;1;70
1-F268;0;73;28.31358451;1;101;125.3;0.79;3;3;4.140949196;0.01280094;160.3621276;0.016252198;1;70
1-F269;0;73;28.30324192;1;101;125.3;0.79;3;3;5.108498126;0.027451667;131.2306808;0.015671016;1;70
1-F270;0;73;27.47282801;1;101;125.3;0.79;3;3;5.917349888;0.034237897;115.0598415;0.004054222;1;70
1-F271;0;73;30.087051;1;101;125.3;0.79;3;3;4.203348684;0.02146147;135.4899846;0.011546236;1;70
1-F272;0;73;23.64962649;1;101;125.3;0.79;3;3;2.338778171;0.01908976;156.9372573;0.008888209;1;70
1-F273;0;73;30.14917628;1;101;125.3;0.79;3;3;7.266503104;0.027846428;128.6092866;0.013950675;1;70
1-F274;0;73;34.82464009;1;101;125.3;0.79;3;3;3.556357782;0.016329828;183.5706495;0.008181811;1;70
1-F275;0;73;33.48507819;1;101;125.3;0.79;3;3;4.501377307;0.020869392;139.5977794;0.016302143;1;70
1-F276;0;73;25.03810632;1;101;125.3;0.79;3;3;4.885461766;0.022272329;144.5796996;0.013848311;1;70
1-F277;0;73;33.3615871;1;101;125.3;0.79;3;3;5.877504956;0.022573422;147.8145974;0.00629246;1;70
1-F278;0;73;29.69249072;1;101;125.3;0.79;3;3;4.292947422;0.023646988;147.5803568;0.018403849;1;70
1-F279;0;73;31.16852036;1;101;125.3;0.79;3;3;3.679661587;0.019034395;155.7350059;0.035280411;1;70
1-F280;0;73;27.58442045;1;101;125.3;0.79;3;3;4.214216589;0.01289665;139.216288;0.01203316;1;70
1-F281;0;73;36.70483173;1;101;125.3;0.79;3;3;4.323806595;0.015690336;117.7886084;0.0196591;1;70
1-F282;0;73;27.88945803;1;101;125.3;0.79;3;3;4.756358931;0.020407947;142.447945;0.026232541;1;70
1-F283;0;73;30.65616047;1;101;125.3;0.79;3;3;3.434512015;0.022465817;148.9836933;0.008716181;1;70
1-F284;0;73;27.91486527;1;101;125.3;0.79;3;3;3.756691503;0.016738248;144.3476358;0.017913222;1;70
1-F285;0;73;35.24901958;1;101;125.3;0.79;3;3;3.988652931;0.022716128;157.3813961;0.011384167;1;70
1-F286;0;73;27.18964833;1;101;125.3;0.79;3;3;5.699163027;0.013799963;177.8619886;0.022930474;1;70
1-F287;0;73;30.72912589;1;101;125.3;0.79;3;3;5.28396247;0.024226281;161.2939497;0.039742641;1;70
1-F288;0;73;27.66608081;1;101;125.3;0.79;3;3;4.601098345;0.025507871;143.3375282;0.013437845;1;70
1-F289;0;73;40.65784348;1;101;125.3;0.79;3;3;4.364247146;0.017074933;165.1147571;0.027346758;1;70
1-F290;0;73;25.92769503;1;101;125.3;0.79;3;3;3.543796029;0.019457205;161.3337084;0.015682848;1;70
1-F291;0;73;37.05852285;1;101;125.3;0.79;3;3;3.917734053;0.021293045;140.775904;0.016420611;1;70
1-F292;0;73;27.24413861;1;101;125.3;0.79;3;3;4.52981729;0.02722349;151.0445965;0.003415014;1;70
1-F293;0;73;28.56079144;1;101;125.3;0.79;3;3;3.989277828;0.025546121;136.1782879;0.007287174;1;70
1-F294;0;73;30.82925441;1;101;125.3;0.79;3;3;5.449136371;0.023517305;159.5151768;0.014501739;1;70
1-F295;0;73;30.93992254;1;101;125.3;0.79;3;3;4.424818356;0.024045557;152.5185858;0.043713874;1;70
1-F296;0;73;34.56962914;1;101;125.3;0.79;3;3;4.377749158;0.019851096;156.2176702;0.011037688;1;70
1-F297;0;73;26.80322835;1;101;125.3;0.79;3;3;3.822451189;0.023321527;150.6890411;0.003925563;1;70
1-F298;0;73;31.55690174;1;101;125.3;0.79;3;3;5.180335944;0.015622587;144.6012328;0.027355902;1;70
1-F299;0;73;32.57109188;1;101;125.3;0.79;3;3;3.70952995;0.016723069;172.1136492;0.002259882;1;70
1-F300;0;73;36.03463385;1;101;125.3;0.79;3;3;4.632172052;0.022151216;156.2081774;0.012813907;1;70
1-F301;0;73;29.12477707;1;101;125.3;0.79;3;3;3.825944093;0.023648579;164.8586141;0.013987004;1;70
1-F302;0;73;25.19686044;1;101;125.3;0.79;3;3;4.017336851;0.021567617;161.4115877;0.006282017;1;70
1-F303;0;73;31.28842936;1;101;125.3;0.79;3;3;5.852510327;0.024263699;145.8017564;0.01868897;1;70
1-F304;0;73;34.09693394;1;101;125.3;0.79;3;3;3.495275123;0.014437601;172.0324175;0.014080654;1;70
1-F305;0;73;27.8587429;1;101;125.3;0.79;3;3;4.626873724;0.022538295;137.1062483;0.025324256;1;70
1-F306;0;73;31.61446468;1;101;125.3;0.79;3;3;5.726172777;0.019794117;141.9617304;0.002107029;1;70
1-F307;0;73;27.32138276;1;101;125.3;0.79;3;3;6.281981163;0.023411314;192.5754046;0.007276482;1;70
1-F308;0;73;26.88235399;1;101;125.3;0.79;3;3;4.246533669;0.015006548;115.071023;0.004600578;1;70
1-F309;0;73;30.18894469;1;101;125.3;0.79;3;3;4.762901787;0.021107694;152.9531255;0.018315528;1;70
1-F310;0;73;28.45729869;1;101;125.3;0.79;3;3;5.4600153;0.033774181;120.7179376;0.02087508;1;70
1-F311;0;73;27.54052994;1;101;125.3;0.79;3;3;5.041149843;0.025173607;121.2832148;0.020244255;1;70
1-F312;0;73;29.96257554;1;101;125.3;0.79;3;3;4.43546685;0.019857941;154.7922483;0.016839784;1;70
1-F313;0;73;29.08909968;1;101;125.3;0.79;3;3;2.544801994;0.024606258;143.0215007;0.007819956;1;70
1-F314;0;73;26.41737529;1;101;125.3;0.79;3;3;4.647393866;0.022299798;147.4929145;0.022087575;1;70
1-F315;0;73;27.71377935;1;101;125.3;0.79;3;3;4.571646486;0.02201;139.2343854;0.00388614;1;70
1-F316;0;73;28.8783249;1;101;125.3;0.79;3;3;6.076931656;0.024784789;124.8914472;0.014395013;1;70
1-F317;0;73;37.16540838;1;101;125.3;0.79;3;3;3.542477458;0.017559906;159.1340173;0.012387779;1;70
1-F318;0;73;35.5793481;1;101;125.3;0.79;3;3;4.396398872;0.019222745;143.9077378;0.023916005;1;70
1-F319;0;73;30.58879159;1;101;125.3;0.79;3;3;4.648108342;0.022342505;130.0227079;0.011559886;1;70
1-F320;0;73;25.81041901;1;101;125.3;0.79;3;3;4.928033136;0.021159472;152.0536592;0.015837533;1;70
1-F321;0;73;28.07764137;1;101;125.3;0.79;3;3;3.670100645;0.021156293;116.6841052;0.02408693;1;70
1-F322;0;73;25.66614329;1;101;125.3;0.79;3;3;4.162763886;0.020578381;137.504055;0.023548146;1;70
1-F323;0;73;25.34881579;1;101;125.3;0.79;3;3;3.40840387;0.017030181;146.7526106;0.076228699;1;70
1-F324;0;73;25.67745313;1;101;125.3;0.79;3;3;5.536711399;0.023868848;144.5273845;0.000848695;1;70
1-F325;0;73;28.25867996;1;101;125.3;0.79;3;3;4.126659152;0.018111223;151.8316597;0.01720219;1;70
1-F326;0;73;25.97610328;1;101;125.3;0.79;3;3;4.269049776;0.019531641;136.6479414;0.014674344;1;70
1-F327;0;73;31.51672761;1;101;125.3;0.79;3;3;4.187161044;0.01813186;158.0325211;0.015378125;1;70
1-F328;0;73;28.14280954;1;101;125.3;0.79;3;3;3.438246715;0.017548826;142.6108986;0.025142368;1;70
1-F329;0;73;27.30807339;1;101;125.3;0.79;3;3;2.853892965;0.015837566;150.927996;0.030073202;1;70
1-F330;0;73;28.74224098;1;101;125.3;0.79;3;3;3.896812987;0.017852128;158.0959431;0.013781399;1;70
1-F331;0;73;33.35540089;1;101;125.3;0.79;3;3;4.946988751;0.024403644;147.488987;0.021332402;1;70
1-F332;0;73;28.45383018;1;101;125.3;0.79;3;3;7.356459328;0.02973463;144.365894;0.020652845;1;70
1-F333;0;73;32.27530748;1;101;125.3;0.79;3;3;5.178943729;0.019920892;151.7103569;0.01084482;1;70
1-F334;0;73;29.70527442;1;101;125.3;0.79;3;3;5.899698074;0.014899462;140.8321478;0.050735637;1;70
1-F335;0;73;29.12939506;1;101;125.3;0.79;3;3;4.31407236;0.022479822;139.4959117;0.007550167;1;70
1-F336;0;73;29.22664824;1;101;125.3;0.79;3;3;5.307703018;0.020429344;162.9004138;0.003559405;1;70
1-F337;0;73;29.05960936;1;101;125.3;0.79;3;3;4.232896107;0.015268877;149.408204;0.016107365;1;70
1-F338;0;73;30.0391663;1;101;125.3;0.79;3;3;3.715885603;0.019693632;122.0855245;0.024564488;1;70
1-F339;0;73;33.6290975;1;101;125.3;0.79;3;3;3.733417234;0.016772243;114.8229437;0.017897248;1;70
1-F340;0;73;33.90761859;1;101;125.3;0.79;3;3;2.710634395;0.018084448;164.9782785;0.018698939;1;70
1-F341;0;73;39.65091538;1;101;125.3;0.79;3;3;3.962070567;0.015582976;143.7570709;0.091366955;1;70
1-F342;0;73;32.39877013;1;101;125.3;0.79;3;3;4.006714495;0.022263463;133.9975878;0.031936749;1;70
1-F343;0;73;30.87635471;1;101;125.3;0.79;3;3;4.156188773;0.014769472;136.3813332;0.023623052;1;70
1-F344;0;73;23.93048372;1;101;125.3;0.79;3;3;4.702081435;0.031494256;130.5031505;0.015294847;1;70
1-F345;0;73;28.2722338;1;101;125.3;0.79;3;3;3.832289932;0.023102161;110.9152116;0.022158365;1;70
1-F346;0;73;27.17170488;1;101;125.3;0.79;3;3;4.794286261;0.025556641;168.2995728;0.02013468;1;70
1-F347;0;73;27.43939477;1;101;125.3;0.79;3;3;6.445002279;0.021485109;172.5058074;0.025111551;1;70
1-F348;0;73;23.58719361;1;101;125.3;0.79;3;3;4.621494053;0.028085529;128.9626328;0.002801731;1;70
1-F349;0;73;32.6389342;1;101;125.3;0.79;3;3;4.166434548;0.02711071;136.6862291;0.054305578;1;70
1-F350;0;73;27.44155204;1;101;125.3;0.79;3;3;4.177999189;0.019129484;145.8268662;0.03152439;1;70
1-F351;0;73;36.8935981;1;101;125.3;0.79;3;3;3.79644249;0.014433284;168.3563393;0.020094232;1;70
1-F352;0;73;29.2184222;1;101;125.3;0.79;3;3;8.07029806;0.0270963;159.5454413;0.018027402;1;70
1-F353;0;73;31.74132872;1;101;125.3;0.79;3;3;2.499837162;0.023092099;141.5952506;0.020168762;1;70
1-F354;0;73;25.74283623;1;101;125.3;0.79;3;3;3.173305418;0.022256288;139.2206684;0.009057447;1;70
1-F355;0;73;32.61362193;1;101;125.3;0.79;3;3;4.830051058;0.01617137;139.2217978;0.005076675;1;70
1-F356;0;73;27.76690733;1;101;125.3;0.79;3;3;3.623872946;0.022796622;137.6291115;0.008848121;1;70
1-F357;0;73;26.80888299;1;101;125.3;0.79;3;3;4.730780798;0.02410128;142.7898293;0.017873164;1;70
1-F358;0;73;24.86424385;1;101;125.3;0.79;3;3;4.69334112;0.024985364;124.875186;0.024400879;1;70
1-F359;0;73;28.40925133;1;101;125.3;0.79;3;3;5.671029713;0.026848677;132.1901503;0.007083414;1;70
1-F360;0;73;27.80463745;1;101;125.3;0.79;3;3;4.6484873;0.027761362;146.7198809;0.012802411;1;70
1-F361;0;73;29.12900462;1;101;125.3;0.79;3;3;4.163283107;0.023186733;155.892836;0.020579442;1;70
1-F362;0;73;30.90178018;1;101;125.3;0.79;3;3;3.629210084;0.018735572;124.1442889;0.021299689;1;70
1-F363;0;73;27.33567896;1;101;125.3;0.79;3;3;4.127299282;0.019487351;161.1758552;0.006097991;1;70
1-F364;0;73;29.58202943;1;101;125.3;0.79;3;3;4.423155943;0.020878978;129.1946339;0.005646516;1;70
1-F365;0;73;26.82348571;1;101;125.3;0.79;3;3;3.779501608;0.013690089;151.8320937;0.042859582;1;70
1-F366;0;73;36.71566709;1;101;125.3;0.79;3;3;4.993504467;0.014809405;146.7659835;0.022991993;1;70
1-F367;0;73;34.59916797;1;101;125.3;0.79;3;3;4.667866458;0.025313238;158.7615015;0.011276051;1;70
1-F368;0;73;33.64112092;1;101;125.3;0.79;3;3;3.572714885;0.01866086;127.4564733;0.014173484;1;70
1-F369;0;73;30.28309949;1;101;125.3;0.79;3;3;3.386390771;0.02169496;137.7563254;0.015996475;1;70
1-F370;0;73;23.9022333;1;101;125.3;0.79;3;3;4.199929133;0.017360328;156.7148221;0.019441212;1;70
1-F371;0;73;27.80626644;1;101;125.3;0.79;3;3;3.437057636;0.017869942;170.6248571;0.016231459;1;70
1-F372;0;73;21.55664686;1;101;125.3;0.79;3;3;4.792352596;0.025877585;120.054971;0.016255386;1;70
1-F373;0;73;30.52102272;1;101;125.3;0.79;3;3;4.703111943;0.021127002;150.9106257;0.021596565;1;70
1-F374;0;73;31.56214899;1;101;125.3;0.79;3;3;2.718017003;0.011708475;165.8847932;0.008425757;1;70
1-F375;0;73;28.7610054;1;101;125.3;0.79;3;3;4.022318544;0.029580318;129.3699757;0.018792526;1;70
1-F376;0;73;35.15345378;1;101;125.3;0.79;3;3;4.701494678;0.017389494;153.6365939;0.015726493;1;70
1-F377;0;73;27.38962986;1;101;125.3;0.79;3;3;4.527502464;0.020231103;130.3387853;0.015557845;1;70
1-F378;0;73;27.30329931;1;101;125.3;0.79;3;3;4.56889025;0.023206423;119.5809424;0.015334776;1;70
1-F379;0;73;29.29218009;1;101;125.3;0.79;3;3;3.337255041;0.0236972;129.9099591;0.015639847;1;70
1-F380;0;73;32.90463496;1;101;125.3;0.79;3;3;4.122176248;0.021787831;153.5712106;0.014260405;1;70
1-F381;0;73;30.14211107;1;101;125.3;0.79;3;3;3.920758226;0.021156907;141.7351328;0.027647207;1;70
1-F382;0;73;26.41076225;1;101;125.3;0.79;3;3;4.277272605;0.017815788;146.2201015;0.013208125;1;70
1-F383;0;73;24.83203225;1;101;125.3;0.79;3;3;3.497286019;0.00648368;137.9855092;0.014859137;1;70
1-F384;0;73;27.51774389;1;101;125.3;0.79;3;3;4.267183402;0.020495025;133.2903362;0.025954423;1;70
1-F385;0;73;26.53853996;1;101;125.3;0.79;3;3;5.388187204;0.024111067;156.7848627;0.008440649;1;70
1-F386;0;73;25.66073655;1;101;125.3;0.79;3;3;4.560162097;0.029098206;114.9631159;0.017252074;1;70
1-F387;0;73;30.0432571;1;101;125.3;0.79;3;3;4.733922519;0.01898134;149.4546104;0.023366599;1;70
1-F388;0;73;36.44133898;1;101;125.3;0.79;3;3;3.884599696;0.024787847;135.2473747;0.007148977;1;70
1-F389;0;73;30.24177258;1;101;125.3;0.79;3;3;5.568723565;0.025027257;133.1020866;0.018771302;1;70
1-F390;0;73;23.03163542;1;101;125.3;0.79;3;3;3.571182056;0.022108555;136.7897905;0.019728994;1;70
1-F391;0;73;28.64145109;1;101;125.3;0.79;3;3;5.535135143;0.021592662;134.1154537;0.019669982;1;70
1-F392;0;73;28.89928663;1;101;125.3;0.79;3;3;4.303129412;0.024629047;143.5483748;0.018906027;1;70
1-F393;0;73;34.5840441;1;101;125.3;0.79;3;3;4.220463603;0.022768416;161.5647376;0.009650098;1;70
1-F394;0;73;28.93191948;1;101;125.3;0.79;3;3;4.763227266;0.027901533;150.4629151;0.009586677;1;70
1-F395;0;73;21.49785652;1;101;125.3;0.79;3;3;4.246793559;0.018081942;119.2285873;0.007693797;1;70
1-F396;0;73;32.48723399;1;101;125.3;0.79;3;3;3.630133391;0.016317767;102.0931833;0.013511916;1;70
1-F397;0;73;25.60388689;1;101;125.3;0.79;3;3;4.694372418;0.017551484;132.5342326;0.016255918;1;70
1-F398;0;73;32.24965619;1;101;125.3;0.79;3;3;3.01710199;0.019395673;148.1241723;0.022320147;1;70
1-F399;0;73;30.9016828;1;101;125.3;0.79;3;3;3.524337046;0.019976761;145.8076554;0.016063491;1;70
1-F400;0;73;26.01359442;1;101;125.3;0.79;3;3;3.803327006;0.018892643;146.7486837;0.006451493;1;70
1-F401;0;73;30.24606978;1;101;125.3;0.79;3;3;3.948146466;0.020178904;165.3881299;0.021316039;1;70
1-F402;0;73;29.89216258;1;101;125.3;0.79;3;3;3.664856943;0.023577299;115.4575166;0.009525184;1;70
1-F403;0;73;28.29496772;1;101;125.3;0.79;3;3;4.743904951;0.019202255;159.8084663;0.008071939;1;70
1-F404;0;73;27.86093348;1;101;125.3;0.79;3;3;4.40260841;0.025807644;134.4809478;0.016456795;1;70
1-F405;0;73;24.44536573;1;101;125.3;0.79;3;3;4.628226411;0.025245417;101.1384297;0.016120065;1;70
1-F406;0;73;31.32582908;1;101;125.3;0.79;3;3;4.620526683;0.023540804;183.4651605;0.007087083;1;70
1-F407;0;73;33.4116326;1;101;125.3;0.79;3;3;4.691211101;0.019690951;138.9618382;0.014265928;1;70
1-F408;0;73;31.71748951;1;101;125.3;0.79;3;3;7.91178615;0.025669135;153.2529652;0.00535552;1;70
1-F409;0;73;30.25295566;1;101;125.3;0.79;3;3;3.782985013;0.015936017;186.2853765;0.009376085;1;70
1-F410;0;73;29.33878785;1;101;125.3;0.79;3;3;4.733429825;0.016124461;162.5854226;0.013429884;1;70
1-F411;0;73;27.15129484;1;101;125.3;0.79;3;3;5.460495415;0.025068659;135.8824452;0.003845636;1;70
1-F412;0;73;30.72631958;1;101;125.3;0.79;3;3;3.890947538;0.023872875;131.0134835;0.006338168;1;70
1-F413;0;73;30.04401999;1;101;125.3;0.79;3;3;3.973472237;0.02385103;138.0187172;0.019871989;1;70
1-F414;0;73;25.40676104;1;101;125.3;0.79;3;3;5.059956253;0.024965545;161.2855019;0.015151987;1;70
1-F415;0;73;28.26943073;1;101;125.3;0.79;3;3;4.094350797;0.020979818;141.5533425;0.010423789;1;70
1-F416;0;73;24.51286189;1;101;125.3;0.79;3;3;3.442895555;0.018713333;117.5650613;0.016451567;1;70
1-F417;0;73;29.66103733;1;101;125.3;0.79;3;3;4.355621683;0.026092228;129.8352558;0.002968176;1;70
1-F418;0;73;28.64902198;1;101;125.3;0.79;3;3;4.873278161;0.016600412;139.1174818;0.008832569;1;70
1-F419;0;73;34.71234666;1;101;125.3;0.79;3;3;4.351098305;0.018932012;144.1664117;0.015085615;1;70
1-F420;0;73;25.71212896;1;101;125.3;0.79;3;3;3.373517084;0.022780652;130.7095905;0.077757375;1;70
1-F421;0;73;24.50731957;1;101;125.3;0.79;3;3;4.806254642;0.023960295;130.4882463;0.01980516;1;70
1-F422;0;73;26.80360675;1;101;125.3;0.79;3;3;3.889793294;0.025127791;102.7795067;0.012473236;1;70
1-F423;0;73;26.97317364;1;101;125.3;0.79;3;3;3.858548188;0.025483848;128.214423;0.010217304;1;70
1-F424;0;73;26.79568658;1;101;125.3;0.79;3;3;4.052437957;0.019918945;155.0745765;0.013211393;1;70
1-F425;0;73;30.0779239;1;101;125.3;0.79;3;3;4.330895751;0.0242953;139.9404085;0.015164709;1;70
1-F426;0;73;26.34026715;1;101;125.3;0.79;3;3;4.40246935;0.020820094;142.7033233;0.032839441;1;70
1-F427;0;73;29.33394497;1;101;125.3;0.79;3;3;6.2119111;0.030294033;153.3915428;0.022686583;1;70
1-F428;0;73;28.3140297;1;101;125.3;0.79;3;3;3.177606793;0.01112465;144.212579;0.021161498;1;70
1-F429;0;73;26.68460581;1;101;125.3;0.79;3;3;5.428279571;0.028574673;121.7686792;0.017132905;1;70
1-F430;0;73;33.66488246;1;101;125.3;0.79;3;3;3.798192978;0.016225532;170.0867091;0.008311812;1;70
1-F431;0;73;29.92758647;1;101;125.3;0.79;3;3;3.972542456;0.022477978;101.2062549;0.009262691;1;70
1-F432;0;73;27.27445426;1;101;125.3;0.79;3;3;4.497920182;0.025879985;138.7394129;0.01414554;1;70
1-F433;0;73;26.25713943;1;101;125.3;0.79;3;3;5.692182883;0.017390739;151.3366466;0.030232003;1;70
1-F434;0;73;32.33097676;1;101;125.3;0.79;3;3;5.545468383;0.020912697;142.7132707;0.029200436;1;70
1-F435;0;73;25.7429536;1;101;125.3;0.79;3;3;4.467968397;0.030008401;135.1232352;0.010364258;1;70
1-F436;0;73;27.52561467;1;101;125.3;0.79;3;3;3.97267247;0.020244308;162.4903927;0.019507426;1;70
1-F437;0;73;35.88677119;1;101;125.3;0.79;3;3;3.68996626;0.008420939;160.809192;0.025224307;1;70
1-F438;0;73;27.70326777;1;101;125.3;0.79;3;3;3.948558734;0.018324163;152.3983503;0.00054619;1;70
1-F439;0;73;34.73287585;1;101;125.3;0.79;3;3;4.201482633;0.022253523;144.7345352;0.003607481;1;70
1-F440;0;73;35.65653285;1;101;125.3;0.79;3;3;4.289044132;0.01438693;140.2467843;0.008342545;1;70
1-F441;0;73;32.9983703;1;101;125.3;0.79;3;3;2.799778213;0.016308722;132.8473191;0.021946424;1;70
1-F442;0;73;30.69252497;1;101;125.3;0.79;3;3;4.808087558;0.028314507;144.2499051;0.013420371;1;70
1-F443;0;73;30.59881991;1;101;125.3;0.79;3;3;4.261665204;0.020886311;158.9511493;0.004714756;1;70
1-F444;0;73;25.39188893;1;101;125.3;0.79;3;3;5.932235085;0.021472726;133.0260682;0.018146293;1;70
1-F445;0;73;35.21850326;1;101;125.3;0.79;3;3;3.578183766;0.015376823;170.3680041;0.011502;1;70
1-F446;0;73;30.24869946;1;101;125.3;0.79;3;3;5.959082744;0.026489062;147.0989917;0.000975584;1;70
1-F447;0;73;26.2997665;1;101;125.3;0.79;3;3;3.237810297;0.013712123;141.1195381;0.017757557;1;70
1-F448;0;73;32.56138146;1;101;125.3;0.79;3;3;5.033746369;0.008226702;171.6804538;0.000479986;1;70
1-F449;0;73;31.84912072;1;101;125.3;0.79;3;3;3.902678057;0.02198494;155.0867681;0.023489919;1;70
1-F450;0;73;24.99241952;1;101;125.3;0.79;3;3;4.300032425;0.016942685;118.4403158;0.013042133;1;70
1-F451;0;73;29.19438414;1;101;125.3;0.79;3;3;3.389317466;0.018728258;152.6026834;0.013560629;1;70
1-F452;0;73;39.61336206;1;101;125.3;0.79;3;3;5.158651777;0.02376735;136.638976;0.000811186;1;70
1-F453;0;73;27.02520522;1;101;125.3;0.79;3;3;4.387789832;0.02164305;138.1854351;0.03311396;1;70
1-F454;0;73;29.91957498;1;101;125.3;0.79;3;3;4.481162459;0.022655651;146.0675797;0.018376011;1;70
1-F455;0;73;28.88466932;1;101;125.3;0.79;3;3;3.856358624;0.02118781;143.3613484;0.013328111;1;70
1-F456;0;73;31.06236838;1;101;125.3;0.79;3;3;5.226099219;0.021461775;175.5928927;0.011639112;1;70
1-F457;0;73;31.10861055;1;101;125.3;0.79;3;3;6.190901715;0.027639566;149.2441254;0.009722218;1;70
1-F458;0;73;34.91403909;1;101;125.3;0.79;3;3;4.527005496;0.018115575;161.5377946;0.019037482;1;70
1-F459;0;73;38.5941597;1;101;125.3;0.79;3;3;4.946977974;0.023210449;159.0120566;0.014524459;1;70
1-F460;0;73;26.56684101;1;101;125.3;0.79;3;3;3.984419191;0.025704858;146.2595954;0.005101135;1;70
1-F461;0;73;34.90938292;1;101;125.3;0.79;3;3;4.681106155;0.02301867;165.8546928;0.048146297;1;70
1-F462;0;73;32.85225981;1;101;125.3;0.79;3;3;3.426879981;0.01635761;127.1988279;0.012893758;1;70
1-F463;0;73;27.07873456;1;101;125.3;0.79;3;3;5.827247239;0.020629331;139.2799709;0.033207762;1;70
1-F464;0;73;26.49781848;1;101;125.3;0.79;3;3;3.972478877;0.016637253;145.2717611;0.018909598;1;70
1-F465;0;73;33.59926682;1;101;125.3;0.79;3;3;5.850048682;0.020777065;154.5395812;0.041944041;1;70
1-F466;0;73;34.87545165;1;101;125.3;0.79;3;3;4.906033689;0.023649255;137.7422164;0.008224165;1;70
1-F467;0;73;29.82327425;1;101;125.3;0.79;3;3;5.410185386;0.022570946;121.4370835;0.011926733;1;70
1-F468;0;73;30.88025037;1;101;125.3;0.79;3;3;3.614877979;0.014658704;159.4572353;0.031715542;1;70
1-F469;0;73;31.9718264;1;101;125.3;0.79;3;3;4.753955588;0.018766571;146.4442372;0.01223653;1;70
1-F470;0;73;36.0833017;1;101;125.3;0.79;3;3;3.944427115;0.012815898;127.7075686;0.031706094;1;70
1-F471;0;73;28.23675139;1;101;125.3;0.79;3;3;4.761526019;0.022613011;156.697587;0.00289332;1;70
